lastSiteNodeId,fileType,isCreatedSite,snType,virtualRootList,virtualTreeList,siteId,attribute,id,nodeName,siteNodeId,bodySiteNodeId,instanceType,structureList,labelCollections,type
,,False,0,['64e30a6af53c3715653685f2'],"[{'id': '64e30a6af53c3715653685f2', 'nodeName': '生物分类虚拟树——普通', 'virtualTreeType': '自建', 'type': 'BODY', 'snType': 0, 'siteId': '64e309dff53c3715653685cb', 'lastTreeId': None, 'remark': None, 'createBy': '64c373be3d0d8c4ea43d51dd', 'updateBy': '64c373be3d0d8c4ea43d51dd', 'createTime': '2023-08-21', 'updateTime': '2023-08-21'}]",64e309dff53c3715653685cb,BODY,64e309dff53c3715653685cb@64e30a69f53c3715653685eb,界,64e309dff53c3715653685cb@64e30a69f53c3715653685eb,,,['64f98ee696470105a56cdfd9'],[],自建
,,False,0,[],"[{'id': '64e30a6af53c3715653685f2', 'nodeName': '生物分类虚拟树——普通', 'virtualTreeType': '自建', 'type': 'BODY', 'snType': 0, 'siteId': '64e309dff53c3715653685cb', 'lastTreeId': None, 'remark': None, 'createBy': '64c373be3d0d8c4ea43d51dd', 'updateBy': '64c373be3d0d8c4ea43d51dd', 'createTime': '2023-08-21', 'updateTime': '2023-08-21'}]",64e309dff53c3715653685cb,BODY,64e309dff53c3715653685cb@64e30a69f53c3715653685ec,门,64e309dff53c3715653685cb@64e30a69f53c3715653685ec,,,['64f98ee696470105a56cdfd9'],[],自建
,,False,0,[],"[{'id': '64e30a6af53c3715653685f2', 'nodeName': '生物分类虚拟树——普通', 'virtualTreeType': '自建', 'type': 'BODY', 'snType': 0, 'siteId': '64e309dff53c3715653685cb', 'lastTreeId': None, 'remark': None, 'createBy': '64c373be3d0d8c4ea43d51dd', 'updateBy': '64c373be3d0d8c4ea43d51dd', 'createTime': '2023-08-21', 'updateTime': '2023-08-21'}]",64e309dff53c3715653685cb,BODY,64e309dff53c3715653685cb@64e30a69f53c3715653685ed,纲,64e309dff53c3715653685cb@64e30a69f53c3715653685ed,,,['64f98ee696470105a56cdfd9'],[],自建
,,False,0,[],"[{'id': '64e30a6af53c3715653685f2', 'nodeName': '生物分类虚拟树——普通', 'virtualTreeType': '自建', 'type': 'BODY', 'snType': 0, 'siteId': '64e309dff53c3715653685cb', 'lastTreeId': None, 'remark': None, 'createBy': '64c373be3d0d8c4ea43d51dd', 'updateBy': '64c373be3d0d8c4ea43d51dd', 'createTime': '2023-08-21', 'updateTime': '2023-08-21'}]",64e309dff53c3715653685cb,BODY,64e309dff53c3715653685cb@64e30a69f53c3715653685ee,目,64e309dff53c3715653685cb@64e30a69f53c3715653685ee,,,['64f98ee696470105a56cdfd9'],[],自建
,,False,0,[],"[{'id': '64e30a6af53c3715653685f2', 'nodeName': '生物分类虚拟树——普通', 'virtualTreeType': '自建', 'type': 'BODY', 'snType': 0, 'siteId': '64e309dff53c3715653685cb', 'lastTreeId': None, 'remark': None, 'createBy': '64c373be3d0d8c4ea43d51dd', 'updateBy': '64c373be3d0d8c4ea43d51dd', 'createTime': '2023-08-21', 'updateTime': '2023-08-21'}]",64e309dff53c3715653685cb,BODY,64e309dff53c3715653685cb@64e30a69f53c3715653685ef,科,64e309dff53c3715653685cb@64e30a69f53c3715653685ef,,,['64f98ee696470105a56cdfd9'],[],自建
,,False,0,[],"[{'id': '64e30a6af53c3715653685f2', 'nodeName': '生物分类虚拟树——普通', 'virtualTreeType': '自建', 'type': 'BODY', 'snType': 0, 'siteId': '64e309dff53c3715653685cb', 'lastTreeId': None, 'remark': None, 'createBy': '64c373be3d0d8c4ea43d51dd', 'updateBy': '64c373be3d0d8c4ea43d51dd', 'createTime': '2023-08-21', 'updateTime': '2023-08-21'}, {'id': '64f97cdbd7002b5898f79422', 'nodeName': 'TiyaTree', 'virtualTreeType': '自建', 'type': 'BODY', 'snType': 0, 'siteId': '64e309dff53c3715653685cb', 'lastTreeId': None, 'remark': None, 'createBy': '64c373be3d0d8c4ea43d51dd', 'updateBy': '64c373be3d0d8c4ea43d51dd', 'createTime': '2023-09-07', 'updateTime': '2023-09-07'}, {'id': '64feb09ef1c76f44955acdf5', 'nodeName': '种属（反向）树', 'virtualTreeType': '自建', 'type': 'BODY', 'snType': 0, 'siteId': '64e309dff53c3715653685cb', 'lastTreeId': None, 'remark': None, 'createBy': '64c373be3d0d8c4ea43d51dd', 'updateBy': '64c373be3d0d8c4ea43d51dd', 'createTime': '2023-09-11', 'updateTime': '2023-09-11'}]",64e309dff53c3715653685cb,BODY,64e309dff53c3715653685cb@64e30a69f53c3715653685f0,属,64e309dff53c3715653685cb@64e30a69f53c3715653685f0,,,"['64f98e4496470105a56cdfd0', '64f98ee696470105a56cdfd9', '64fe73a9a6e9c0753019d15c', '64feb10ba6e9c0753019d166']",[],自建
,,False,0,['64feb09ef1c76f44955acdf5'],"[{'id': '64e30a6af53c3715653685f2', 'nodeName': '生物分类虚拟树——普通', 'virtualTreeType': '自建', 'type': 'BODY', 'snType': 0, 'siteId': '64e309dff53c3715653685cb', 'lastTreeId': None, 'remark': None, 'createBy': '64c373be3d0d8c4ea43d51dd', 'updateBy': '64c373be3d0d8c4ea43d51dd', 'createTime': '2023-08-21', 'updateTime': '2023-08-21'}, {'id': '64f97cdbd7002b5898f79422', 'nodeName': 'TiyaTree', 'virtualTreeType': '自建', 'type': 'BODY', 'snType': 0, 'siteId': '64e309dff53c3715653685cb', 'lastTreeId': None, 'remark': None, 'createBy': '64c373be3d0d8c4ea43d51dd', 'updateBy': '64c373be3d0d8c4ea43d51dd', 'createTime': '2023-09-07', 'updateTime': '2023-09-07'}, {'id': '64feb09ef1c76f44955acdf5', 'nodeName': '种属（反向）树', 'virtualTreeType': '自建', 'type': 'BODY', 'snType': 0, 'siteId': '64e309dff53c3715653685cb', 'lastTreeId': None, 'remark': None, 'createBy': '64c373be3d0d8c4ea43d51dd', 'updateBy': '64c373be3d0d8c4ea43d51dd', 'createTime': '2023-09-11', 'updateTime': '2023-09-11'}]",64e309dff53c3715653685cb,BODY,64e309dff53c3715653685cb@64e30a6af53c3715653685f1,种,64e309dff53c3715653685cb@64e30a6af53c3715653685f1,,,"['64f98e4496470105a56cdfd0', '64f98ee696470105a56cdfd9', '64fe73a9a6e9c0753019d15c', '64feb10ba6e9c0753019d166']","[{'id': '64e30ecd79b7454340cba7a0', 'name': '生物属性标签组', 'labelIds': ['64e30e5979b7454340cba78e', '64e30ea579b7454340cba795'], 'type': '常规标签组', 'remark': '', 'classificationIds': ['631a98871e155c0c36c30322@64c376111cce3d54abc0ee8d'], 'organizationId': '64c376211cce3d54abc0ee93', 'children': [{'id': '64e30e5979b7454340cba78e', 'name': '生物所属区域', 'dataType': '字符', 'type': 'input', 'remark': '', 'rule': None, 'enumerate': '[]', 'icon': None, 'classificationIds': ['631a98871e155c0c36c30322@64c376111cce3d54abc0ee8d'], 'organizationId': '64c376211cce3d54abc0ee93', 'createBy': '64c373be3d0d8c4ea43d51dd', 'updateBy': None, 'createTime': '2023-08-21 15:12:25', 'updateTime': None, 'associationClassification': None, 'formItemFlag': True, 'options': {}, 'labelIdPath': '64e30ecd79b7454340cba7a0/64e30e5979b7454340cba78e', 'value': '', 'pid': None, 'labelCollectionId': '64e30ecd79b7454340cba7a0', 'dataIndex': '64e30ecd79b7454340cba7a0/64e30e5979b7454340cba78e'}, {'id': '64e30ea579b7454340cba795', 'name': '生物寿命', 'dataType': '数字', 'type': 'number', 'remark': '', 'rule': None, 'enumerate': '[]', 'icon': None, 'classificationIds': ['631a98871e155c0c36c30322@64c376111cce3d54abc0ee8d'], 'organizationId': '64c376211cce3d54abc0ee93', 'createBy': '64c373be3d0d8c4ea43d51dd', 'updateBy': None, 'createTime': '2023-08-21 15:13:41', 'updateTime': None, 'associationClassification': None, 'formItemFlag': True, 'options': {}, 'labelIdPath': '64e30ecd79b7454340cba7a0/64e30ea579b7454340cba795', 'value': None, 'pid': None, 'labelCollectionId': '64e30ecd79b7454340cba7a0', 'dataIndex': '64e30ecd79b7454340cba7a0/64e30ea579b7454340cba795'}], 'createBy': '64c373be3d0d8c4ea43d51dd', 'updateBy': None, 'createTime': '2023-08-21 15:14:21', 'updateTime': None}]",自建
,,False,1,['64e30a94f53c371565368601'],"[{'id': '64e30a94f53c371565368601', 'nodeName': '时间虚拟树——静态', 'virtualTreeType': '自建', 'type': 'BODY', 'snType': 1, 'siteId': '64e309dff53c3715653685cb', 'lastTreeId': None, 'remark': None, 'createBy': '64c373be3d0d8c4ea43d51dd', 'updateBy': '64c373be3d0d8c4ea43d51dd', 'createTime': '2023-08-21', 'updateTime': '2023-08-21'}]",64e309dff53c3715653685cb,BODY,64e309dff53c3715653685cb@64e30a94f53c3715653685fe,年,64e309dff53c3715653685cb@64e30a94f53c3715653685fe,,,,"[{'id': '64e30f6979b7454340cba7b6', 'name': '数标签组', 'labelIds': ['64e30f4e79b7454340cba7ad'], 'type': '常规标签组', 'remark': '', 'classificationIds': ['631a98871e155c0c36c30322@64c376111cce3d54abc0ee8d'], 'organizationId': '64c376211cce3d54abc0ee93', 'children': [{'id': '64e30f4e79b7454340cba7ad', 'name': '数', 'dataType': '数字', 'type': 'number', 'remark': '', 'rule': None, 'enumerate': '[]', 'icon': None, 'classificationIds': ['631a98871e155c0c36c30322@64c376111cce3d54abc0ee8d'], 'organizationId': '64c376211cce3d54abc0ee93', 'createBy': '64c373be3d0d8c4ea43d51dd', 'updateBy': None, 'createTime': '2023-08-21 15:16:30', 'updateTime': None, 'associationClassification': None, 'formItemFlag': True, 'options': {}, 'labelIdPath': '64e30f6979b7454340cba7b6/64e30f4e79b7454340cba7ad', 'value': None, 'pid': None, 'labelCollectionId': '64e30f6979b7454340cba7b6', 'dataIndex': '64e30f6979b7454340cba7b6/64e30f4e79b7454340cba7ad'}], 'createBy': '64c373be3d0d8c4ea43d51dd', 'updateBy': None, 'createTime': '2023-08-21 15:16:57', 'updateTime': None}]",自建
,,False,1,[],"[{'id': '64e30a94f53c371565368601', 'nodeName': '时间虚拟树——静态', 'virtualTreeType': '自建', 'type': 'BODY', 'snType': 1, 'siteId': '64e309dff53c3715653685cb', 'lastTreeId': None, 'remark': None, 'createBy': '64c373be3d0d8c4ea43d51dd', 'updateBy': '64c373be3d0d8c4ea43d51dd', 'createTime': '2023-08-21', 'updateTime': '2023-08-21'}]",64e309dff53c3715653685cb,BODY,64e309dff53c3715653685cb@64e30a94f53c3715653685ff,月,64e309dff53c3715653685cb@64e30a94f53c3715653685ff,,,,"[{'id': '64e30f6979b7454340cba7b6', 'name': '数标签组', 'labelIds': ['64e30f4e79b7454340cba7ad'], 'type': '常规标签组', 'remark': '', 'classificationIds': ['631a98871e155c0c36c30322@64c376111cce3d54abc0ee8d'], 'organizationId': '64c376211cce3d54abc0ee93', 'children': [{'id': '64e30f4e79b7454340cba7ad', 'name': '数', 'dataType': '数字', 'type': 'number', 'remark': '', 'rule': None, 'enumerate': '[]', 'icon': None, 'classificationIds': ['631a98871e155c0c36c30322@64c376111cce3d54abc0ee8d'], 'organizationId': '64c376211cce3d54abc0ee93', 'createBy': '64c373be3d0d8c4ea43d51dd', 'updateBy': None, 'createTime': '2023-08-21 15:16:30', 'updateTime': None, 'associationClassification': None, 'formItemFlag': True, 'options': {}, 'labelIdPath': '64e30f6979b7454340cba7b6/64e30f4e79b7454340cba7ad', 'value': None, 'pid': None, 'labelCollectionId': '64e30f6979b7454340cba7b6', 'dataIndex': '64e30f6979b7454340cba7b6/64e30f4e79b7454340cba7ad'}], 'createBy': '64c373be3d0d8c4ea43d51dd', 'updateBy': None, 'createTime': '2023-08-21 15:16:57', 'updateTime': None}]",自建
,,False,1,[],"[{'id': '64e30a94f53c371565368601', 'nodeName': '时间虚拟树——静态', 'virtualTreeType': '自建', 'type': 'BODY', 'snType': 1, 'siteId': '64e309dff53c3715653685cb', 'lastTreeId': None, 'remark': None, 'createBy': '64c373be3d0d8c4ea43d51dd', 'updateBy': '64c373be3d0d8c4ea43d51dd', 'createTime': '2023-08-21', 'updateTime': '2023-08-21'}]",64e309dff53c3715653685cb,BODY,64e309dff53c3715653685cb@64e30a94f53c371565368600,日,64e309dff53c3715653685cb@64e30a94f53c371565368600,,,,"[{'id': '64e30f6979b7454340cba7b6', 'name': '数标签组', 'labelIds': ['64e30f4e79b7454340cba7ad'], 'type': '常规标签组', 'remark': '', 'classificationIds': ['631a98871e155c0c36c30322@64c376111cce3d54abc0ee8d'], 'organizationId': '64c376211cce3d54abc0ee93', 'children': [{'id': '64e30f4e79b7454340cba7ad', 'name': '数', 'dataType': '数字', 'type': 'number', 'remark': '', 'rule': None, 'enumerate': '[]', 'icon': None, 'classificationIds': ['631a98871e155c0c36c30322@64c376111cce3d54abc0ee8d'], 'organizationId': '64c376211cce3d54abc0ee93', 'createBy': '64c373be3d0d8c4ea43d51dd', 'updateBy': None, 'createTime': '2023-08-21 15:16:30', 'updateTime': None, 'associationClassification': None, 'formItemFlag': True, 'options': {}, 'labelIdPath': '64e30f6979b7454340cba7b6/64e30f4e79b7454340cba7ad', 'value': None, 'pid': None, 'labelCollectionId': '64e30f6979b7454340cba7b6', 'dataIndex': '64e30f6979b7454340cba7b6/64e30f4e79b7454340cba7ad'}], 'createBy': '64c373be3d0d8c4ea43d51dd', 'updateBy': None, 'createTime': '2023-08-21 15:16:57', 'updateTime': None}, {'id': '64e311d154031c54dba73420', 'name': '节日标签组', 'labelIds': ['64e311b554031c54dba73415'], 'type': '常规标签组', 'remark': '', 'classificationIds': ['631a98871e155c0c36c30322@64c376111cce3d54abc0ee8d'], 'organizationId': '64c376211cce3d54abc0ee93', 'children': [{'id': '64e311b554031c54dba73415', 'name': '节日', 'dataType': '字符', 'type': 'input', 'remark': '', 'rule': None, 'enumerate': '[]', 'icon': None, 'classificationIds': ['631a98871e155c0c36c30322@64c376111cce3d54abc0ee8d'], 'organizationId': '64c376211cce3d54abc0ee93', 'createBy': '64c373be3d0d8c4ea43d51dd', 'updateBy': None, 'createTime': '2023-08-21 15:26:45', 'updateTime': None, 'associationClassification': None, 'formItemFlag': True, 'options': {}, 'labelIdPath': '64e311d154031c54dba73420/64e311b554031c54dba73415', 'value': '', 'pid': None, 'labelCollectionId': '64e311d154031c54dba73420', 'dataIndex': '64e311d154031c54dba73420/64e311b554031c54dba73415'}], 'createBy': '64c373be3d0d8c4ea43d51dd', 'updateBy': None, 'createTime': '2023-08-21 15:27:13', 'updateTime': None}]",自建
